"","BNB","ADA","ETH","LTC","TRX","BTC","XRP","DOGE"
"2018-02-11",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-12",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-13",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-14",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-15",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-16",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-17",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-18",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-19",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-20",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-21",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-22",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-23",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-24",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-25",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-26",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-27",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-28",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-01",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-02",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-03",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-04",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-05",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-06",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-07",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-08",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-09",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-10",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-11",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-12",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-13",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-14",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-15",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-16",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-17",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-18",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-19",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-20",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-21",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-22",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-23",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-24",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-25",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-26",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-27",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-28",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-29",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-30",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-31",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-01",0.1087,0.3714,0.1564,0.1285,0.6492,0.3399,0.4575,0.2742
"2018-04-02",0.23,0.0932,0.2279,0.0928,0.738,0.1863,0.2964,0.2163
"2018-04-03",0.4734,0.1637,0.1917,0.0732,0.1681,0.152,0.165,0.3072
"2018-04-04",0.3405,0.1787,0.1966,0.1255,0.198,0.1182,0.2548,0.0316000000000001
"2018-04-05",0.3367,0.2943,0.1755,0.1918,0.2313,0.2994,0.2744,0.2284
"2018-04-06",0.4339,0.1426,0.0675,0.1846,0.3768,0.2571,0.2172,0.1994
"2018-04-07",0.4784,0.1365,0.2883,0.1015,0.5961,0.0972999999999999,0.2608,0.0385
"2018-04-08",0.551,0.3295,0.2574,0.1786,0.5337,0.1021,0.0505,0.1177
"2018-04-09",0.541,0.57,0.4704,0.021,0.6542,0.0683,0.0437,0.1984
"2018-04-10",0.3788,0.5618,0.4301,0.0405,0.6366,0.1298,0.2752,0.2613
"2018-04-11",0.6444,0.358,0.4104,0.1031,0.6026,0.193,0.461,0.2857
"2018-04-12",0.514,0.4108,0.4966,0.0755,0.4377,0.2733,0.5547,0.3203
"2018-04-13",0.4729,0.4603,0.64,0.1143,0.4487,0.308,0.2661,0.3245
"2018-04-14",0.4595,0.4643,0.4817,0.0603,0.4056,0.3404,0.2836,0.2573
"2018-04-15",0.4347,0.6257,0.2019,0.0989,0.4662,0.1141,0.165,0.2358
"2018-04-16",0.465,0.404,0.0704,0.1699,0.666,0.1166,0.1399,0.2779
"2018-04-17",0.4588,0.1393,0.0466,0.2429,0.6812,0.3652,0.5847,0.3948
"2018-04-18",0.4944,0.2325,0.0731000000000001,0.1806,0.6288,0.339,0.582,0.4857
"2018-04-19",0.4326,0.3714,0.0408000000000001,0.1848,0.6193,0.387,0.4647,0.5325
"2018-04-20",0.3484,0.3353,0.2002,0.2228,0.5279,0.3604,0.4134,0.4785
"2018-04-21",0.3606,0.2223,0.0601999999999999,0.2499,0.3507,0.2543,0.3062,0.3867
"2018-04-22",0.2061,0.1734,0.0334000000000001,0.1695,0.195,0.2262,0.1675,0.18
"2018-04-23",0.094,0.138,0.2153,0.2652,0.084,0.0979,0.4068,0.283
"2018-04-24",0.1353,0.258,0.1651,0.0963000000000001,0.0871,0.1455,0.6196,0.6051
"2018-04-25",0.2829,0.1725,0.0445,0.1494,0.0834,0.3592,0.5827,0.5722
"2018-04-26",0.3381,0.2231,0.349,0.2954,0.0633,0.492,0.6551,0.5701
"2018-04-27",0.2264,0.24,0.4296,0.266,0.0696,0.4791,0.5416,0.3292
"2018-04-28",0.0439,0.1244,0.1896,0.1445,0.147,0.2698,0.4625,0.1859
"2018-04-29",0.1604,0.3632,0.2402,0.1433,0.5379,0.0704,0.1506,0.1112
"2018-04-30",0.2213,0.4299,0.3682,0.1604,0.6531,0.0733999999999999,0.3926,0.3569
"2018-05-01",0.3436,0.4387,0.7509,0.2471,0.4841,0.255,0.6395,0.4319
"2018-05-02",0.1978,0.4816,0.6148,0.1514,0.3432,0.263,0.5788,0.3466
"2018-05-03",0.2146,0.3951,0.6693,0.0864,0.2906,0.1734,0.2165,0.2179
"2018-05-04",0.1369,0.5175,0.2974,0.2043,0.21,0.0477,0.0686,0.1084
"2018-05-05",0.226,0.6699,0.0458999999999999,0.1935,0.3768,0.1287,0.1118,0.1566
"2018-05-06",0.1909,0.6065,0.081,0.2046,0.4034,0.0865,0.0987,0.0523
"2018-05-07",0.2625,0.4448,0.1209,0.2448,0.2943,0.1786,0.28,0.049
"2018-05-08",0.6423,0.473,0.1444,0.1778,0.4559,0.2054,0.2851,0.0675000000000001
"2018-05-09",0.4792,0.4562,0.1459,0.1099,0.767,0.1955,0.3056,0.1722
"2018-05-10",0.4947,0.3353,0.1288,0.099,0.4802,0.2242,0.3879,0.1892
"2018-05-11",0.3931,0.1582,0.2127,0.2444,0.4122,0.185,0.2536,0.1268
"2018-05-12",0.4795,0.1168,0.2213,0.5451,0.3594,0.1423,0.2574,0.0794
"2018-05-13",0.5407,0.2151,0.2632,0.6826,0.1897,0.3258,0.0942,0.0580000000000001
"2018-05-14",0.446,0.5181,0.1437,0.1307,0.0876,0.2507,0.1194,0.3847
"2018-05-15",0.5002,0.2575,0.1706,0.0637,0.1559,0.2082,0.2234,0.3581
"2018-05-16",0.4186,0.2034,0.1703,0.0571,0.4598,0.1724,0.2167,0.2483
"2018-05-17",0.4468,0.0935,0.0186,0.1822,0.4322,0.1785,0.3776,0.185
"2018-05-18",0.5507,0.2719,0.0557,0.1769,0.4421,0.1654,0.1585,0.159
"2018-05-19",0.3085,0.4595,0.1087,0.2108,0.6905,0.0952,0.1963,0.1598
"2018-05-20",0.4854,0.5337,0.3292,0.1396,0.2663,0.0169,0.2244,0.1294
"2018-05-21",0.4133,0.4744,0.5812,0.1785,0.0736,0.1728,0.3728,0.0970000000000001
"2018-05-22",0.235,0.4484,0.5654,0.1518,0.2113,0.1567,0.3229,0.211
"2018-05-23",0.2446,0.2741,0.8368,0.1919,0.2318,0.1895,0.1083,0.328
"2018-05-24",0.2061,0.155,0.54,0.1362,0.0424,0.1537,0.1384,0.3818
"2018-05-25",0.3319,0.1811,0.2572,0.1022,0.0870000000000001,0.0485,0.3094,0.257
"2018-05-26",0.3287,0.1963,0.0463,0.2025,0.2216,0.1687,0.2568,0.3057
"2018-05-27",0.3874,0.1601,0.0784,0.1353,0.3405,0.2823,0.3414,0.3026
"2018-05-28",0.5788,0.2473,0.1963,0.0754,0.4761,0.2283,0.1119,0.3307
"2018-05-29",0.3867,0.2708,0.2867,0.1619,0.7406,0.0191,0.0622,0.2333
"2018-05-30",0.4203,0.1577,0.3063,0.0266999999999999,0.3319,0.1451,0.0188,0.2071
"2018-05-31",0.3109,0.1025,0.3275,0.0412,0.0668,0.3082,0.0741999999999999,0.2483
"2018-06-01",0.5581,0.0969999999999999,0.3147,0.0587,0.0674,0.2423,0.1187,0.2495
"2018-06-02",0.5399,0.0667,0.2395,0.1642,0.1429,0.2765,0.0546,0.3743
"2018-06-03",0.5196,0.1016,0.2237,0.2728,0.1428,0.1184,0.0309999999999999,0.4749
"2018-06-04",0.6408,0.1128,0.2158,0.2719,0.1013,0.0422,0.0898,0.3826
"2018-06-05",0.6497,0.0639000000000001,0.1375,0.2328,0.0676,0.1137,0.2372,0.3383
"2018-06-06",0.7477,0.1439,0.0295000000000001,0.1894,0.1489,0.1619,0.3415,0.3613
"2018-06-07",0.6469,0.3086,0.1777,0.2081,0.341,0.4489,0.3012,0.2302
"2018-06-08",0.2968,0.6063,0.2468,0.3066,0.7748,0.5151,0.2711,0.1028
"2018-06-09",0.1873,0.7147,0.3142,0.2407,0.6439,0.4607,0.2643,0.0593
"2018-06-10",0.1312,0.4558,0.2433,0.2814,0.2514,0.2291,0.2722,0.1068
"2018-06-11",0.1734,0.4549,0.3138,0.1709,0.0982000000000001,0.2418,0.283,0.0271
"2018-06-12",0.1576,0.3136,0.1927,0.1501,0.2365,0.1078,0.1177,0.2523
"2018-06-13",0.064,0.3552,0.1363,0.0525,0.1382,0.2054,0.1914,0.2596
"2018-06-14",0.2038,0.4209,0.1501,0.1021,0.1058,0.3482,0.2567,0.1979
"2018-06-15",0.3153,0.2916,0.2492,0.3041,0.1507,0.5767,0.3011,0.1504
"2018-06-16",0.404,0.0262,0.1606,0.0863,0.1129,0.3495,0.4743,0.3264
"2018-06-17",0.7095,0.1154,0.178,0.0674,0.2448,0.5811,0.4116,0.2329
"2018-06-18",0.5624,0.1294,0.1066,0.0842999999999999,0.6535,0.5415,0.2776,0.109
"2018-06-19",0.5267,0.2317,0.0972000000000001,0.0586,0.5046,0.4278,0.2489,0.0719
"2018-06-20",0.4753,0.0585,0.1612,0.0907,0.2424,0.0862999999999999,0.1917,0.0242
"2018-06-21",0.5927,0.1342,0.1517,0.3516,0.2866,0.2633,0.2975,0.0597
"2018-06-22",0.5657,0.0800999999999999,0.2465,0.3317,0.3368,0.132,0.128,0.3236
"2018-06-23",0.6087,0.1998,0.3527,0.2169,0.1445,0.2406,0.187,0.5452
"2018-06-24",0.5328,0.2128,0.2206,0.2311,0.4741,0.2025,0.1476,0.5453
"2018-06-25",0.4218,0.2522,0.0686,0.2518,0.5428,0.1201,0.109,0.532
"2018-06-26",0.4749,0.2339,0.1686,0.2422,0.468,0.1701,0.0586,0.4247
"2018-06-27",0.577,0.2588,0.2665,0.2514,0.3934,0.3958,0.0560999999999999,0.4993
"2018-06-28",0.4683,0.2535,0.2339,0.1784,0.3691,0.3534,0.1238,0.3799
"2018-06-29",0.2971,0.0655,0.282,0.2048,0.0955,0.4476,0.0348000000000001,0.2384
"2018-06-30",0.3272,0.0913999999999999,0.1992,0.1401,0.1324,0.2423,0.0902000000000001,0.0574
"2018-07-01",0.2333,0.1888,0.2918,0.1733,0.1351,0.5496,0.4251,0.3246
"2018-07-02",0.0402,0.0899,0.1722,0.1594,0.1744,0.6274,0.414,0.2266
"2018-07-03",0.2473,0.0307999999999999,0.0722,0.0861000000000001,0.2049,0.5564,0.3446,0.0561
"2018-07-04",0.2943,0.0466000000000001,0.0676,0.0548,0.0841,0.3482,0.3327,0.25
"2018-07-05",0.2324,0.1069,0.205,0.0455,0.3171,0.3682,0.1992,0.4343
"2018-07-06",0.1842,0.1295,0.2768,0.1373,0.3386,0.4875,0.0386,0.5494
"2018-07-07",0.4038,0.1289,0.4481,0.3483,0.4384,0.7154,0.0491,0.5008
"2018-07-08",0.2524,0.0678,0.5739,0.3012,0.7841,0.6948,0.0989,0.3607
"2018-07-09",0.2573,0.173,0.5174,0.234,0.6047,0.594,0.0652,0.3289
"2018-07-10",0.311,0.0356,0.1608,0.1074,0.2405,0.0674,0.1105,0.2235
"2018-07-11",0.5375,0.1634,0.1518,0.069,0.2423,0.2175,0.0788,0.1478
"2018-07-12",0.3658,0.0435,0.0756,0.0733,0.2809,0.1962,0.0574,0.3011
"2018-07-13",0.482,0.0614,0.2458,0.2289,0.4152,0.4029,0.3563,0.4105
"2018-07-14",0.4909,0.0599,0.2869,0.2697,0.2349,0.3101,0.438,0.4419
"2018-07-15",0.4482,0.0552,0.3379,0.1919,0.116,0.1858,0.5547,0.3562
"2018-07-16",0.2893,0.1132,0.2751,0.1943,0.1295,0.2053,0.4711,0.1774
"2018-07-17",0.56,0.1027,0.4329,0.3178,0.1563,0.5254,0.3915,0.3177
"2018-07-18",0.427,0.0607,0.4313,0.2729,0.1602,0.5824,0.1034,0.4314
"2018-07-19",0.3715,0.0610000000000001,0.5557,0.2448,0.1689,0.6303,0.1398,0.4858
"2018-07-20",0.2845,0.1535,0.3469,0.1537,0.2094,0.3593,0.1044,0.475
"2018-07-21",0.2449,0.0762,0.3185,0.0672,0.1482,0.3961,0.2059,0.5605
"2018-07-22",0.1985,0.1459,0.1616,0.0407000000000001,0.0578,0.307,0.0276999999999999,0.3677
"2018-07-23",0.2761,0.2331,0.0413,0.0344,0.1732,0.4027,0.1168,0.5363
"2018-07-24",0.0651,0.1468,0.1851,0.1653,0.277,0.5832,0.1517,0.4422
"2018-07-25",0.049,0.116,0.2414,0.1029,0.5235,0.4948,0.0869,0.2615
"2018-07-26",0.1532,0.1311,0.2416,0.212,0.3783,0.327,0.1882,0.2789
"2018-07-27",0.3505,0.1002,0.4249,0.4259,0.4677,0.5538,0.356,0.3727
"2018-07-28",0.4318,0.0404,0.5039,0.4879,0.5982,0.6217,0.2735,0.2152
"2018-07-29",0.421,0.0552,0.5595,0.5629,0.2703,0.5498,0.4459,0.1266
"2018-07-30",0.3796,0.0904,0.4109,0.4756,0.3182,0.2089,0.4834,0.1625
"2018-07-31",0.4005,0.1397,0.1403,0.2158,0.3616,0.2365,0.3265,0.4872
"2018-08-01",0.3835,0.0845,0.1199,0.112,0.3965,0.2148,0.4863,0.4402
"2018-08-02",0.4501,0.0608000000000001,0.2481,0.162,0.4376,0.2647,0.4744,0.3627
"2018-08-03",0.3625,0.0775,0.1576,0.0512,0.3684,0.0861,0.3368,0.2821
"2018-08-04",0.2444,0.0546,0.3471,0.093,0.498,0.1996,0.2774,0.1405
"2018-08-05",0.1781,0.205,0.4032,0.2377,0.5494,0.1785,0.4189,0.1783
"2018-08-06",0.33,0.1562,0.459,0.2218,0.4476,0.3523,0.5394,0.3591
"2018-08-07",0.3431,0.0968,0.4596,0.1997,0.3953,0.4381,0.4669,0.5372
"2018-08-08",0.3212,0.153,0.3448,0.2297,0.2519,0.4269,0.6493,0.3878
"2018-08-09",0.2691,0.0912999999999999,0.2483,0.172,0.1314,0.2009,0.5875,0.192
"2018-08-10",0.2267,0.1913,0.2975,0.2763,0.2271,0.3145,0.578,0.3557
"2018-08-11",0.3076,0.1211,0.3053,0.3128,0.2643,0.3753,0.6004,0.5184
"2018-08-12",0.4618,0.045,0.3552,0.4991,0.362,0.4376,0.7768,0.685
"2018-08-13",0.4065,0.0595,0.2614,0.4405,0.2634,0.4775,0.4453,0.5364
"2018-08-14",0.1636,0.1425,0.1233,0.2345,0.3786,0.3559,0.3583,0.1459
"2018-08-15",0.0525,0.1586,0.2754,0.3572,0.3998,0.4937,0.3296,0.0617000000000001
"2018-08-16",0.0704,0.1011,0.3503,0.4795,0.4503,0.6344,0.3864,0.2815
"2018-08-17",0.1865,0.2306,0.5182,0.4781,0.3722,0.4834,0.7934,0.3472
"2018-08-18",0.3276,0.2834,0.615,0.3707,0.4532,0.3303,1.1153,0.2266
"2018-08-19",0.4507,0.1203,0.5158,0.2421,0.3013,0.1208,0.9059,0.1591
"2018-08-20",0.4173,0.1067,0.3138,0.1493,0.3731,0.1766,0.4016,0.1252
"2018-08-21",0.3479,0.0841000000000001,0.2672,0.1862,0.4821,0.3635,0.5427,0.2987
"2018-08-22",0.3092,0.1188,0.3228,0.3579,0.4555,0.534,0.6531,0.4584
"2018-08-23",0.1024,0.0577000000000001,0.3055,0.4162,0.4644,0.6813,0.8284,0.4692
"2018-08-24",0.1364,0.0507,0.3402,0.2685,0.6004,0.6243,0.6446,0.3539
"2018-08-25",0.0746,0.0842000000000001,0.2373,0.2266,0.6425,0.4969,0.5336,0.325
"2018-08-26",0.1536,0.1009,0.4822,0.3697,0.6099,0.8332,0.5596,0.3669
"2018-08-27",0.2493,0.0428000000000001,0.5167,0.3446,0.6059,0.6757,0.4671,0.3775
"2018-08-28",0.3265,0.1005,0.5312,0.1988,0.4567,0.4131,0.6365,0.2722
"2018-08-29",0.2717,0.0385000000000001,0.4377,0.2089,0.1158,0.3183,0.6366,0.1976
"2018-08-30",0.2706,0.1498,0.3503,0.307,0.0580999999999999,0.2083,0.6924,0.2519
"2018-08-31",0.2841,0.1726,0.3209,0.2759,0.0555,0.1377,0.4236,0.4537
"2018-09-01",0.296,0.2186,0.4299,0.4046,0.1246,0.2329,0.4923,0.7336
"2018-09-02",0.0918,0.2248,0.3518,0.3162,0.0720999999999999,0.1343,0.4535,0.77
"2018-09-03",0.1318,0.1452,0.4112,0.3456,0.2225,0.0576000000000001,0.6629,0.781
"2018-09-04",0.1774,0.1043,0.4547,0.4254,0.2761,0.1464,0.6652,0.6701
"2018-09-05",0.1777,0.0883,0.4654,0.4059,0.4163,0.1332,0.4192,0.6733
"2018-09-06",0.2277,0.0925,0.6979,0.4494,0.6035,0.3171,0.6544,0.6407
"2018-09-07",0.2027,0.1493,0.6595,0.411,0.5985,0.0591,0.8778,0.6787
"2018-09-08",0.1959,0.0988999999999999,0.5961,0.4004,0.4062,0.0678,0.7606,0.5002
"2018-09-09",0.3079,0.0480999999999999,0.4857,0.366,0.4113,0.0700000000000001,0.6058,0.2958
"2018-09-10",0.4751,0.0992,0.514,0.4273,0.4956,0.1399,0.7159,0.4264
"2018-09-11",0.47,0.0611,0.4242,0.3076,0.469,0.1263,0.8415,0.3313
"2018-09-12",0.3208,0.0659000000000001,0.5432,0.327,0.4729,0.2714,1.0365,0.2479
"2018-09-13",0.1635,0.0881000000000001,0.6448,0.206,0.4962,0.2906,0.7983,0.5648
"2018-09-14",0.1396,0.0892000000000001,0.389,0.0674,0.2699,0.1576,0.6969,0.6754
"2018-09-15",0.1865,0.0810000000000001,0.5638,0.2289,0.2012,0.3866,0.6366,0.7903
"2018-09-16",0.2054,0.0595,0.5671,0.3752,0.4009,0.7121,0.8596,0.7157
"2018-09-17",0.1452,0.1046,0.4325,0.3683,0.3996,0.5094,0.9554,0.5539
"2018-09-18",0.1034,0.3159,0.3934,0.5671,0.2183,0.3808,0.717,0.4385
"2018-09-19",0.1121,0.3576,0.2625,0.3148,0.0576,0.2436,0.3036,0.2932
"2018-09-20",0.0333,0.3537,0.1518,0.3049,0.1424,0.3368,0.3895,0.4827
"2018-09-21",0.2357,0.3175,0.2212,0.4716,0.119,0.4651,0.7028,0.7507
"2018-09-22",0.1325,0.2911,0.131,0.3245,0.0584,0.4668,0.4454,0.6013
"2018-09-23",0.2098,0.1698,0.3837,0.238,0.2928,0.3965,0.5992,0.5159
"2018-09-24",0.1926,0.1517,0.2129,0.156,0.2659,0.191,0.7744,0.4483
"2018-09-25",0.1901,0.112,0.2247,0.2199,0.326,0.199,0.8192,0.786
"2018-09-26",0.3075,0.0385,0.3632,0.2296,0.4729,0.2145,0.8016,0.9024
"2018-09-27",0.2489,0.0639000000000001,0.3876,0.2978,0.5359,0.108,1.1314,0.7939
"2018-09-28",0.0902,0.149,0.3514,0.4046,0.5244,0.2316,1.1653,0.4688
"2018-09-29",0.1293,0.1714,0.2141,0.4212,0.6391,0.3921,0.8435,0.295
"2018-09-30",0.1229,0.2337,0.1659,0.2722,0.5251,0.4588,0.8335,0.5382
"2018-10-01",0.0532,0.2343,0.1882,0.3721,0.3853,0.4553,0.9617,0.7713
"2018-10-02",0.0833999999999999,0.0926,0.2854,0.4473,0.3194,0.2472,0.918,0.6862
"2018-10-03",0.2011,0.0236000000000001,0.4077,0.3123,0.2806,0.1067,0.8505,0.4563
"2018-10-04",0.2683,0.1882,0.4316,0.3365,0.3488,0.1485,1.1174,0.2256
"2018-10-05",0.185,0.123,0.2643,0.1895,0.2054,0.3052,1.0006,0.5767
"2018-10-06",0.2759,0.5235,0.2762,0.3569,0.3134,0.4621,1.0949,0.872
"2018-10-07",0.4118,0.2006,0.3086,0.4085,0.2674,0.3882,1.0161,0.7523
"2018-10-08",0.32,0.2065,0.543,0.4002,0.2348,0.3567,0.9861,0.9206
"2018-10-09",0.2149,0.3691,0.5823,0.5579,0.1574,0.2889,0.5154,0.5315
"2018-10-10",0.2192,0.4126,0.633,0.5628,0.1884,0.2139,0.6823,0.5726
"2018-10-11",0.0541999999999999,0.3886,0.4829,0.456,0.3626,0.1564,0.8898,0.5844
"2018-10-12",0.1005,0.3391,0.2654,0.2965,0.3142,0.1755,0.4415,0.6397
"2018-10-13",0.2083,0.227,0.218,0.1126,0.3701,0.2758,0.3569,0.6026
"2018-10-14",0.3879,0.2458,0.2101,0.1438,0.3745,0.2888,0.3825,0.5165
"2018-10-15",0.1587,0.1819,0.3301,0.2226,0.3995,0.3299,0.2843,0.5321
"2018-10-16",0.1549,0.5008,0.3772,0.4045,0.5089,0.2671,0.7205,0.7035
"2018-10-17",0.2138,0.2334,0.2372,0.2843,0.5065,0.348,1.3595,0.7169
"2018-10-18",0.3042,0.1184,0.2579,0.2056,0.4615,0.1232,1.3335,0.6357
"2018-10-19",0.3299,0.3049,0.1591,0.1387,0.3266,0.1632,0.9307,0.1719
"2018-10-20",0.2225,0.1404,0.2586,0.3734,0.2107,0.4117,1.2219,0.2734
"2018-10-21",0.2876,0.1119,0.3469,0.6053,0.3568,0.2945,1.9019,0.552
"2018-10-22",0.1301,0.0944,0.4274,0.5913,0.5239,0.4543,1.8023,0.4304
"2018-10-23",0.2352,0.1144,0.5279,0.4533,0.6213,0.3799,1.2205,0.2879
"2018-10-24",0.3997,0.3975,0.8157,0.6141,1.041,0.2238,0.9532,0.3144
"2018-10-25",0.6915,0.603,0.9471,0.6073,1.0816,0.2488,0.9658,0.448
"2018-10-26",0.9213,0.8047,1.2512,0.732,1.1739,0.4719,1.0723,0.4215
"2018-10-27",1.139,0.9967,1.6799,0.948,1.4645,1.1921,1.4203,0.685
"2018-10-28",1.3628,1.3908,1.5355,1.1089,1.2492,1.1397,1.5252,0.7356
"2018-10-29",0.8888,0.8666,1.2,0.4751,0.9377,0.4527,0.817,0.1423
"2018-10-30",0.889,0.8955,1.2364,0.5409,0.7722,0.8857,1.0198,0.5823
"2018-10-31",0.5079,0.8418,0.8554,0.1845,0.8034,0.14,0.7632,0.5961
"2018-11-01",0.4494,0.8813,0.942,0.2094,0.869,0.3102,0.9056,0.4877
"2018-11-02",0.5367,0.8116,0.9528,0.2978,0.9001,0.5563,0.9899,0.2757
"2018-11-03",0.5811,1.0607,1.247,0.769,1.1401,0.942,1.2065,0.2452
"2018-11-04",0.5908,1.018,1.0338,0.618,1.0085,0.6699,1.2002,0.2944
"2018-11-05",0.6836,1.067,1.0167,0.6922,0.9586,0.6875,1.32,0.4157
"2018-11-06",0.7139,0.9196,1.0359,0.8055,1.0368,1.0629,1.6516,0.6245
"2018-11-07",0.8748,1.2517,1.0273,1.0859,1.0614,1.0438,1.2871,1.1684
"2018-11-08",0.6278,0.7461,0.7421,0.6457,0.7799,0.492,1.0085,0.5711
"2018-11-09",0.7678,0.7665,0.7576,0.7068,0.6439,0.5488,1.0544,0.7662
"2018-11-10",0.7761,0.6853,0.6032,0.6218,0.4671,0.6328,1.111,0.6937
"2018-11-11",0.3076,0.4178,0.3421,0.3134,0.3662,0.1552,0.7301,0.5502
"2018-11-12",0.1949,0.3724,0.3803,0.3605,0.4097,0.2724,0.5497,0.4602
"2018-11-13",0.2273,0.6263,0.7381,0.7377,0.7102,0.5132,0.7078,0.4018
"2018-11-14",0.5163,0.8107,0.9565,1.0568,0.8345,0.5657,0.901,0.434
"2018-11-15",0.6881,0.8881,1.2208,1.0648,0.7317,0.7657,0.9563,0.3259
