"","BNB","ADA","ETH","LTC","TRX","BTC","XRP","DOGE"
"2018-02-11",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-12",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-13",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-14",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-15",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-16",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-17",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-18",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-19",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-20",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-21",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-22",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-23",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-24",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-25",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-26",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-27",NA,NA,NA,NA,NA,NA,NA,NA
"2018-02-28",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-01",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-02",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-03",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-04",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-05",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-06",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-07",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-08",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-09",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-10",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-11",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-12",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-13",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-14",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-15",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-16",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-17",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-18",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-19",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-20",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-21",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-22",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-23",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-24",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-25",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-26",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-27",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-28",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-29",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-30",NA,NA,NA,NA,NA,NA,NA,NA
"2018-03-31",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-01",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-02",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-03",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-04",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-05",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-06",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-07",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-08",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-09",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-10",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-11",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-12",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-14",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-15",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-16",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-17",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-18",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-19",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-20",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-21",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-22",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-23",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-24",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-25",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-26",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-27",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-28",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-29",NA,NA,NA,NA,NA,NA,NA,NA
"2018-04-30",NA,NA,NA,NA,NA,NA,NA,NA
"2018-05-01",0.2081,0.5445,0.0752999999999999,0.0349,0.9797,0.1105,0.2621,0.4662
"2018-05-02",0.2761,0.3533,0.0778,0.0604,0.8841,0.1187,0.1606,0.4779
"2018-05-03",0.3641,0.3909,0.217,0.0969,0.3255,0.1378,0.0774,0.4834
"2018-05-04",0.2296,0.4439,0.2545,0.069,0.3369,0.1326,0.1101,0.2645
"2018-05-05",0.2908,0.5255,0.2551,0.0569000000000001,0.4068,0.0709,0.1617,0.1308
"2018-05-06",0.3491,0.4273,0.1678,0.0502,0.445,0.1403,0.2737,0.1267
"2018-05-07",0.5059,0.397,0.2403,0.0692,0.5996,0.1804,0.4241,0.2116
"2018-05-08",0.5272,0.4807,0.2173,0.0441,0.7097,0.1617,0.2765,0.2437
"2018-05-09",0.3814,0.5823,0.2787,0.1221,0.8862,0.1482,0.2663,0.2702
"2018-05-10",0.3392,0.5135,0.2082,0.1564,0.6769,0.2142,0.3539,0.2993
"2018-05-11",0.4211,0.3776,0.2066,0.1466,0.5032,0.2035,0.4035,0.3093
"2018-05-12",0.3595,0.3495,0.2415,0.1988,0.3798,0.2191,0.4023,0.3264
"2018-05-13",0.3826,0.2886,0.2562,0.253,0.3416,0.2261,0.2244,0.255
"2018-05-14",0.3547,0.2614,0.1728,0.2098,0.3214,0.2138,0.1869,0.1619
"2018-05-15",0.3598,0.2702,0.0514,0.2166,0.3177,0.1407,0.1168,0.1114
"2018-05-16",0.4063,0.173,0.028,0.1975,0.3465,0.1923,0.0720999999999999,0.0710999999999999
"2018-05-17",0.4619,0.095,0.0547000000000001,0.2098,0.3576,0.2165,0.1101,0.0905
"2018-05-18",0.4408,0.1474,0.0648,0.0850000000000001,0.3735,0.1713,0.0689,0.1355
"2018-05-19",0.2797,0.2078,0.0985,0.0474,0.6299,0.1094,0.1664,0.1869
"2018-05-20",0.2239,0.2811,0.2319,0.0737000000000001,0.4326,0.0141,0.1751,0.2463
"2018-05-21",0.1129,0.2657,0.1871,0.0610999999999999,0.224,0.0609999999999999,0.1625,0.3203
"2018-05-22",0.1003,0.2447,0.1479,0.1446,0.1953,0.1456,0.1918,0.4307
"2018-05-23",0.1009,0.204,0.1869,0.0941000000000001,0.1057,0.2593,0.3755,0.644
"2018-05-24",0.1225,0.2214,0.1324,0.1949,0.0596,0.2844,0.3515,0.6816
"2018-05-25",0.1554,0.3335,0.04,0.1586,0.1337,0.3446,0.253,0.5441
"2018-05-26",0.0924,0.3701,0.1449,0.1547,0.1635,0.2988,0.1601,0.4391
"2018-05-27",0.2118,0.3118,0.1452,0.0305000000000001,0.2334,0.1826,0.0842000000000001,0.2693
"2018-05-28",0.3767,0.3811,0.047,0.1083,0.4075,0.0639000000000001,0.1106,0.2402
"2018-05-29",0.419,0.4389,0.1661,0.1921,0.6942,0.0802999999999999,0.2182,0.179
"2018-05-30",0.3279,0.4239,0.2312,0.1928,0.6051,0.154,0.3138,0.1955
"2018-05-31",0.382,0.3934,0.3224,0.1783,0.4467,0.1997,0.2357,0.1267
"2018-06-01",0.3148,0.3934,0.1935,0.1341,0.2662,0.1969,0.1577,0.1622
"2018-06-02",0.2733,0.2947,0.2201,0.1207,0.2357,0.1484,0.1406,0.2237
"2018-06-03",0.1648,0.3371,0.0841999999999999,0.0497,0.1524,0.0508999999999999,0.2587,0.4823
"2018-06-04",0.2188,0.4425,0.017,0.0945,0.2159,0.0417999999999999,0.2226,0.5115
"2018-06-05",0.2264,0.3553,0.032,0.0348999999999999,0.2118,0.0933,0.0899,0.4318
"2018-06-06",0.3387,0.297,0.0727,0.0366,0.1936,0.1291,0.0769,0.4099
"2018-06-07",0.4958,0.2928,0.1467,0.1568,0.2148,0.3106,0.1824,0.296
"2018-06-08",0.4371,0.2876,0.1687,0.1865,0.3892,0.2744,0.1103,0.1995
"2018-06-09",0.4316,0.3337,0.2758,0.2542,0.3414,0.2807,0.1094,0.1833
"2018-06-10",0.3883,0.2606,0.2596,0.288,0.2156,0.048,0.0617,0.1696
"2018-06-11",0.3768,0.2337,0.2754,0.4513,0.1361,0.1716,0.0813,0.0659
"2018-06-12",0.4181,0.1812,0.2761,0.4814,0.1379,0.2013,0.064,0.0587
"2018-06-13",0.4059,0.1172,0.1194,0.118,0.0215,0.1252,0.0817,0.1428
"2018-06-14",0.465,0.206,0.0407999999999999,0.0768,0.0245,0.1358,0.0304,0.1182
"2018-06-15",0.466,0.1643,0.0575,0.098,0.1008,0.1969,0.02,0.1363
"2018-06-16",0.4709,0.1491,0.0332,0.1001,0.1301,0.2191,0.0794,0.1395
"2018-06-17",0.4434,0.2353,0.0816,0.1342,0.1813,0.3179,0.0746,0.1758
"2018-06-18",0.435,0.3121,0.0797,0.1508,0.3536,0.3013,0.0871999999999999,0.2767
"2018-06-19",0.518,0.3984,0.1239,0.0619,0.2416,0.1926,0.0186000000000001,0.3134
"2018-06-20",0.5013,0.3325,0.1544,0.0200999999999999,0.0597,0.1499,0.0311,0.3746
"2018-06-21",0.4434,0.4062,0.1047,0.0458,0.1528,0.0423,0.0381,0.3725
"2018-06-22",0.3968,0.296,0.1953,0.0295,0.0656,0.0443,0.185,0.4533
"2018-06-23",0.2426,0.2974,0.147,0.0367000000000001,0.0546,0.1244,0.1501,0.4243
"2018-06-24",0.2919,0.3234,0.2161,0.00969999999999999,0.0808,0.1763,0.0802,0.3669
"2018-06-25",0.2372,0.3153,0.3496,0.0114,0.1043,0.1789,0.0764,0.3767
"2018-06-26",0.2437,0.2328,0.3001,0.0917,0.0537,0.2169,0.0447000000000001,0.3676
"2018-06-27",0.2385,0.2624,0.1749,0.2013,0.0719,0.3983,0.0680000000000001,0.2816
"2018-06-28",0.1848,0.2628,0.0978000000000001,0.2319,0.2671,0.294,0.0485,0.1928
"2018-06-29",0.203,0.2895,0.0599,0.352,0.1188,0.3509,0.0720999999999999,0.1834
"2018-06-30",0.2432,0.2104,0.0253,0.3131,0.0385,0.1697,0.0385,0.2257
"2018-07-01",0.375,0.2792,0.0708,0.2873,0.0622,0.1809,0.0983000000000001,0.1791
"2018-07-02",0.373,0.1962,0.0812,0.2724,0.0779,0.096,0.0106999999999999,0.2658
"2018-07-03",0.4455,0.2096,0.1196,0.2981,0.1315,0.2191,0.0262,0.2992
"2018-07-04",0.4176,0.1322,0.0983,0.2159,0.0395000000000001,0.1233,0.0213,0.3278
"2018-07-05",0.4269,0.1297,0.1462,0.1839,0.1308,0.1874,0.0805999999999999,0.3117
"2018-07-06",0.4621,0.1816,0.1845,0.1776,0.1548,0.246,0.1126,0.3326
"2018-07-07",0.4673,0.2748,0.2731,0.192,0.2673,0.3883,0.1509,0.2951
"2018-07-08",0.4531,0.3948,0.3315,0.2221,0.5167,0.4421,0.1201,0.207
"2018-07-09",0.4102,0.4107,0.3326,0.1818,0.3803,0.3859,0.1349,0.181
"2018-07-10",0.3793,0.2972,0.2055,0.2335,0.1728,0.2225,0.0701999999999999,0.1943
"2018-07-11",0.3552,0.3407,0.2326,0.2207,0.1374,0.224,0.101,0.0906
"2018-07-12",0.41,0.2776,0.0866999999999999,0.1752,0.0791000000000001,0.1389,0.0171,0.1362
"2018-07-13",0.3428,0.2835,0.0298,0.1748,0.0643999999999999,0.1924,0.00729999999999997,0.1182
"2018-07-14",0.427,0.2973,0.0669999999999999,0.2014,0.1054,0.2011,0.0334,0.0771999999999999
"2018-07-15",0.4953,0.1984,0.0989,0.1716,0.1304,0.1479,0.0711000000000001,0.1104
"2018-07-16",0.5445,0.024,0.1639,0.019,0.0797,0.0616,0.0467000000000001,0.2293
"2018-07-17",0.6418,0.0332,0.1792,0.0615,0.1527,0.1429,0.0183,0.1549
"2018-07-18",0.5516,0.0127,0.2141,0.0514,0.244,0.1521,0.1287,0.1453
"2018-07-19",0.4703,0.0758,0.2028,0.0519000000000001,0.1376,0.2033,0.1605,0.2339
"2018-07-20",0.344,0.0243,0.298,0.0262,0.0645,0.1704,0.2545,0.2954
"2018-07-21",0.417,0.094,0.2375,0.1837,0.0652,0.1411,0.175,0.2434
"2018-07-22",0.4191,0.1253,0.2429,0.2617,0.0642,0.0907,0.27,0.2729
"2018-07-23",0.4302,0.0798,0.1881,0.2658,0.0618,0.0720000000000001,0.1951,0.1958
"2018-07-24",0.3114,0.0604,0.0708000000000001,0.2243,0.192,0.13,0.1581,0.1654
"2018-07-25",0.3079,0.1073,0.0489000000000001,0.2259,0.2563,0.1781,0.1,0.1332
"2018-07-26",0.2647,0.1574,0.1162,0.2247,0.1497,0.2558,0.0766,0.0502
"2018-07-27",0.3457,0.1407,0.2253,0.2374,0.2278,0.47,0.0514,0.1596
"2018-07-28",0.3159,0.1272,0.2238,0.1994,0.2656,0.4276,0.0328999999999999,0.233
"2018-07-29",0.2944,0.1863,0.3046,0.2406,0.1719,0.4533,0.2541,0.252
"2018-07-30",0.3255,0.1931,0.3182,0.2766,0.0980000000000001,0.3206,0.3434,0.1755
"2018-07-31",0.2903,0.2383,0.2758,0.2639,0.2209,0.3927,0.3703,0.1635
"2018-08-01",0.2283,0.146,0.1892,0.2432,0.2007,0.3059,0.2948,0.0646
"2018-08-02",0.3152,0.1486,0.2042,0.2922,0.1943,0.2521,0.2434,0.1181
"2018-08-03",0.3404,0.1098,0.1232,0.2932,0.1878,0.1257,0.1811,0.1566
"2018-08-04",0.2925,0.1061,0.1989,0.2619,0.2515,0.1237,0.2075,0.1584
"2018-08-05",0.2985,0.0763,0.245,0.2783,0.2606,0.1533,0.1719,0.174
"2018-08-06",0.3763,0.0956,0.3505,0.3503,0.3487,0.2854,0.1215,0.103
"2018-08-07",0.3491,0.2061,0.4414,0.3069,0.4455,0.3,0.1189,0.1858
"2018-08-08",0.2833,0.3053,0.4372,0.2919,0.2001,0.2368,0.2655,0.184
"2018-08-09",0.3116,0.2071,0.307,0.2169,0.0719,0.0789,0.3054,0.1358
"2018-08-10",0.3974,0.2241,0.2323,0.1627,0.1698,0.0782,0.1484,0.2686
"2018-08-11",0.3192,0.2011,0.1653,0.1518,0.2079,0.0922000000000001,0.2111,0.343
"2018-08-12",0.3618,0.1539,0.2469,0.2831,0.243,0.1776,0.4075,0.3911
"2018-08-13",0.3069,0.1884,0.252,0.3473,0.3129,0.1103,0.5533,0.3585
"2018-08-14",0.2525,0.1541,0.2888,0.3287,0.3723,0.0596,0.5564,0.1805
"2018-08-15",0.1587,0.1398,0.2969,0.3245,0.3659,0.0498000000000001,0.4548,0.0526
"2018-08-16",0.2314,0.1251,0.333,0.3748,0.3431,0.2302,0.4192,0.1457
"2018-08-17",0.219,0.1074,0.3734,0.3488,0.2139,0.3443,0.5364,0.2104
"2018-08-18",0.1848,0.1001,0.3933,0.2808,0.136,0.3167,0.6799,0.2322
"2018-08-19",0.136,0.0569000000000001,0.3568,0.2341,0.1102,0.2658,0.5938,0.1934
"2018-08-20",0.1325,0.1062,0.2753,0.209,0.1692,0.2193,0.6489,0.1429
"2018-08-21",0.1444,0.1361,0.2028,0.2156,0.1162,0.1705,0.4595,0.0829
"2018-08-22",0.1879,0.1604,0.1857,0.2835,0.2148,0.2265,0.4505,0.2417
"2018-08-23",0.2038,0.1835,0.2485,0.3155,0.2864,0.3211,0.3739,0.2759
"2018-08-24",0.1981,0.2336,0.2232,0.2651,0.3586,0.2654,0.3687,0.2596
"2018-08-25",0.2524,0.0751000000000001,0.2397,0.3155,0.2273,0.1798,0.3745,0.2385
"2018-08-26",0.2721,0.0578,0.2714,0.3837,0.2911,0.297,0.2794,0.2961
"2018-08-27",0.3119,0.0728,0.3525,0.4328,0.4501,0.2884,0.4217,0.2626
"2018-08-28",0.3004,0.1066,0.4306,0.4538,0.311,0.2228,0.4714,0.1884
"2018-08-29",0.2825,0.0908,0.3567,0.3282,0.2453,0.1475,0.4415,0.1664
"2018-08-30",0.269,0.138,0.2429,0.1137,0.2107,0.0913,0.2792,0.3116
"2018-08-31",0.272,0.1478,0.2623,0.0694,0.216,0.1591,0.2246,0.5008
"2018-09-01",0.3023,0.1202,0.2609,0.091,0.2286,0.2084,0.2689,0.4914
"2018-09-02",0.2415,0.1173,0.2105,0.0862000000000001,0.1478,0.2096,0.2828,0.4239
"2018-09-03",0.1745,0.136,0.3338,0.2189,0.2144,0.306,0.3547,0.4567
"2018-09-04",0.1489,0.2564,0.3383,0.2697,0.233,0.3024,0.3587,0.5323
"2018-09-05",0.2113,0.1777,0.3442,0.2151,0.2012,0.266,0.2793,0.588
"2018-09-06",0.2072,0.169,0.3932,0.2127,0.2485,0.2649,0.3107,0.6434
"2018-09-07",0.2514,0.1648,0.3954,0.23,0.2497,0.2681,0.4647,0.5195
"2018-09-08",0.2042,0.1377,0.314,0.2461,0.1121,0.21,0.3921,0.4592
"2018-09-09",0.1849,0.2101,0.3224,0.2653,0.165,0.1494,0.3977,0.4249
"2018-09-10",0.2312,0.2302,0.3474,0.2677,0.1698,0.2199,0.5005,0.5891
"2018-09-11",0.294,0.217,0.3362,0.3195,0.2254,0.2333,0.5842,0.7064
"2018-09-12",0.2585,0.2284,0.3185,0.2815,0.1339,0.2265,0.4545,0.6986
"2018-09-13",0.0710000000000001,0.1353,0.338,0.1654,0.1662,0.1576,0.3845,0.6
"2018-09-14",0.0647,0.1514,0.4012,0.2228,0.1406,0.2069,0.2972,0.4591
"2018-09-15",0.0217999999999999,0.2166,0.4872,0.3339,0.1907,0.2871,0.4094,0.5174
"2018-09-16",0.0315000000000001,0.2986,0.5313,0.3791,0.1368,0.3463,0.5849,0.6013
"2018-09-17",0.0673,0.2931,0.544,0.3401,0.1853,0.25,0.7165,0.5864
"2018-09-18",0.083,0.1516,0.5254,0.3773,0.1355,0.2764,0.6671,0.4903
"2018-09-19",0.0525,0.134,0.3722,0.3229,0.1659,0.3021,0.4397,0.3514
"2018-09-20",0.0251,0.1194,0.2284,0.2664,0.2037,0.3148,0.5892,0.3322
"2018-09-21",0.0237000000000001,0.144,0.2251,0.3437,0.1913,0.3599,0.7424,0.4527
"2018-09-22",0.0325000000000001,0.1419,0.1767,0.3368,0.1635,0.4469,0.7751,0.4596
"2018-09-23",0.0118,0.0790999999999999,0.3131,0.2922,0.2144,0.4345,0.6684,0.4188
"2018-09-24",0.0281,0.1302,0.3006,0.2999,0.2571,0.418,0.662,0.4838
"2018-09-25",0.07,0.00919999999999999,0.3118,0.3242,0.2301,0.5099,0.6197,0.5687
"2018-09-26",0.1156,0.0307000000000001,0.2661,0.2922,0.2231,0.453,0.5058,0.5538
"2018-09-27",0.1627,0.0723,0.2008,0.1956,0.2072,0.342,0.5124,0.4966
"2018-09-28",0.1808,0.117,0.1581,0.2021,0.0995,0.36,0.4535,0.3951
"2018-09-29",0.2456,0.0801000000000001,0.0849,0.1809,0.1114,0.2606,0.3364,0.2431
"2018-09-30",0.2548,0.0307999999999999,0.0937000000000001,0.1531,0.105,0.3231,0.3121,0.482
"2018-10-01",0.2736,0.0483,0.1139,0.2057,0.1452,0.3832,0.3823,0.6016
"2018-10-02",0.1111,0.1063,0.0823,0.1836,0.1108,0.3956,0.397,0.7364
"2018-10-03",0.1606,0.1233,0.2117,0.2207,0.2329,0.3875,0.5117,0.7246
"2018-10-04",0.1997,0.1211,0.2055,0.2241,0.2406,0.3471,0.46,0.6054
"2018-10-05",0.1912,0.1595,0.2014,0.1964,0.2967,0.3396,0.2937,0.6097
"2018-10-06",0.1847,0.3629,0.3192,0.3218,0.3277,0.3822,0.3167,0.6748
"2018-10-07",0.1575,0.2984,0.354,0.297,0.2238,0.1704,0.5076,0.7439
"2018-10-08",0.1828,0.2715,0.4469,0.3085,0.1363,0.177,0.5283,0.824
"2018-10-09",0.1931,0.2474,0.4424,0.3113,0.1562,0.1355,0.309,0.6306
"2018-10-10",0.2123,0.2772,0.4829,0.3176,0.1447,0.1577,0.2369,0.7022
"2018-10-11",0.1503,0.1983,0.2661,0.1695,0.1707,0.2246,0.2388,0.5889
"2018-10-12",0.0408,0.2151,0.3349,0.2349,0.1851,0.1643,0.3607,0.5737
"2018-10-13",0.0688,0.2298,0.4247,0.2047,0.2202,0.1608,0.2808,0.6111
"2018-10-14",0.076,0.2397,0.3742,0.1988,0.1677,0.2569,0.4084,0.4892
"2018-10-15",0.078,0.2587,0.4676,0.259,0.1406,0.1566,0.5038,0.568
"2018-10-16",0.1061,0.3851,0.4925,0.3961,0.2236,0.0403,0.5296,0.5228
"2018-10-17",0.151,0.3365,0.458,0.4802,0.2143,0.1124,0.599,0.6259
"2018-10-18",0.1748,0.3167,0.4245,0.4136,0.1639,0.1063,0.4421,0.7026
"2018-10-19",0.0972,0.1912,0.2886,0.2278,0.1069,0.102,0.2482,0.3952
"2018-10-20",0.1002,0.2251,0.3003,0.2674,0.0577,0.1606,0.4168,0.6254
"2018-10-21",0.0827,0.1188,0.234,0.2903,0.1733,0.151,0.5222,0.59
"2018-10-22",0.0747,0.1787,0.2264,0.2178,0.265,0.1088,0.4919,0.4421
"2018-10-23",0.0629,0.0965,0.3191,0.213,0.4111,0.2036,0.4723,0.3198
"2018-10-24",0.1339,0.1898,0.3473,0.2637,0.5201,0.102,0.4042,0.3069
"2018-10-25",0.3233,0.2776,0.3775,0.3531,0.5717,0.115,0.4139,0.4552
"2018-10-26",0.4684,0.4607,0.6867,0.5119,0.6827,0.3544,0.505,0.5761
"2018-10-27",0.6387,0.4459,0.6896,0.5903,0.7721,0.5062,0.7063,0.5354
"2018-10-28",0.7828,0.6749,0.7443,0.7771,0.6635,0.6526,0.7506,0.4557
"2018-10-29",0.4404,0.2808,0.4055,0.1955,0.501,0.1132,0.4735,0.2991
"2018-10-30",0.4438,0.3616,0.4694,0.1833,0.4895,0.2265,0.4974,0.6108
"2018-10-31",0.5257,0.5046,0.4631,0.2446,0.5161,0.267,0.5943,0.7525
"2018-11-01",0.4031,0.4184,0.4843,0.1627,0.4857,0.2563,0.5198,0.7133
"2018-11-02",0.3043,0.2495,0.512,0.118,0.4868,0.2427,0.4381,0.4795
"2018-11-03",0.2719,0.3816,0.6208,0.2184,0.7037,0.3418,0.5699,0.3723
"2018-11-04",0.3699,0.434,0.7244,0.3837,0.8871,0.4534,0.6083,0.5058
"2018-11-05",0.6158,0.4993,0.9061,0.5464,0.9054,0.5212,0.7183,0.6064
"2018-11-06",0.7799,0.4196,1.0569,0.5303,0.8918,0.6554,0.7536,0.5403
"2018-11-07",0.9201,0.7025,1.2464,0.7519,0.869,0.8501,0.9886,0.6159
"2018-11-08",0.6007,0.4943,0.7919,0.2815,0.6019,0.295,0.6325,0.4497
"2018-11-09",0.5326,0.6153,0.7702,0.3488,0.4964,0.3724,0.7406,0.4416
"2018-11-10",0.3688,0.5026,0.5959,0.1946,0.4248,0.4935,0.7931,0.4255
"2018-11-11",0.242,0.4217,0.5102,0.1787,0.3999,0.4784,0.7196,0.4576
"2018-11-12",0.1762,0.3201,0.5689,0.2458,0.4471,0.4096,0.6254,0.4391
"2018-11-13",0.2192,0.3925,0.6477,0.3709,0.4898,0.2963,0.592,0.3351
"2018-11-14",0.2653,0.3707,0.6715,0.3717,0.4873,0.2165,0.7734,0.2732
"2018-11-15",0.2834,0.638,0.8871,0.5441,0.6369,0.2586,1.0239,0.4246
"2018-11-16",0.3882,0.6522,0.8375,0.6238,0.6245,0.4336,1.2669,0.3752
"2018-11-17",0.4596,0.7394,0.9379,0.7706,0.5988,0.6165,1.215,0.5175
"2018-11-18",0.3743,0.4259,0.7756,0.4819,0.4865,0.6827,0.865,0.1417
"2018-11-19",0.2491,0.5037,0.7602,0.4158,0.5425,0.4501,0.8616,0.2806
"2018-11-20",0.3684,0.5195,0.6674,0.4357,0.5493,0.3034,1.1467,0.441
"2018-11-21",0.3874,0.4778,0.6302,0.3838,0.4871,0.3238,1.0483,0.4104
"2018-11-22",0.3275,0.2469,0.508,0.2041,0.3603,0.1251,0.7699,0.2152
"2018-11-23",0.4106,0.343,0.5753,0.2808,0.5507,0.1258,0.6693,0.2746
"2018-11-24",0.4203,0.3963,0.5621,0.2459,0.5901,0.0823999999999999,0.7344,0.3164
